Hour,date,Topic,tweets,Male,MaleHate,FemaleHate
0,01/02/2022,0,4,2,0,0
0,01/02/2022,4,4,2,0,0
0,01/03/2022,0,10,7,0,0
0,01/03/2022,4,8,4,0,0
0,01/03/2022,5,5,3,0,0
0,01/04/2022,0,8,4,0,0
0,01/04/2022,1,2,1,0,0
0,01/04/2022,4,6,3,0,0
0,01/05/2022,0,14,8,0,0
0,01/05/2022,1,2,1,0,0
0,01/05/2022,4,12,7,0,0
0,01/06/2022,0,6,4,0,0
0,01/06/2022,4,6,3,0,0
0,01/07/2022,0,16,9,0,0
0,01/07/2022,1,4,2,0,0
0,01/07/2022,4,6,3,0,0
0,01/07/2022,5,15,7,0,0
0,01/08/2022,0,8,5,0,0
0,01/08/2022,1,6,3,0,0
0,01/08/2022,4,2,1,0,0
0,01/09/2022,0,10,6,0,0
0,01/09/2022,1,4,2,0,0
0,01/09/2022,4,4,2,0,0
0,01/09/2022,5,5,2,0,0
0,01/10/2022,0,14,8,0,0
0,01/10/2022,3,8,4,0,0
0,01/10/2022,4,8,5,0,0
0,01/10/2022,5,10,7,0,0
0,01/11/2022,0,22,15,0,0
0,01/11/2022,1,12,8,0,0
0,01/11/2022,2,2,1,0,0
0,01/11/2022,4,6,4,0,0
0,01/11/2022,5,5,3,0,0
0,01/12/2022,0,10,5,0,0
0,01/12/2022,2,2,1,0,0
0,01/12/2022,4,6,4,0,0
0,01/12/2022,5,5,2,0,0
0,02-01-2023,0,3,2,0,0
0,02-01-2023,1,2,1,0,0
0,02-01-2023,5,1,1,0,0
0,02-13-2022,0,10,5,0,0
0,02-13-2022,1,2,1,0,0
0,02-13-2022,4,8,4,0,0
0,02-14-2022,0,6,4,0,0
0,02-14-2022,1,2,1,0,0
0,02-14-2022,4,2,1,0,0
0,02-14-2022,5,5,2,0,0
0,02-15-2022,0,18,10,1,0
0,02-15-2022,1,6,3,0,0
0,02-15-2022,2,6,4,0,0
0,02-15-2022,4,4,2,0,0
0,02-15-2022,5,5,3,0,0
0,02-16-2022,0,6,4,0,0
0,02-16-2022,1,2,1,0,0
0,02-16-2022,4,4,2,0,0
0,02-17-2022,0,8,5,0,0
0,02-17-2022,1,2,1,0,0
0,02-17-2022,4,6,3,0,0
0,02-18-2022,0,14,9,0,0
0,02-18-2022,1,4,2,0,0
0,02-18-2022,4,10,5,0,0
0,02-19-2022,0,16,8,0,0
0,02-19-2022,1,4,2,0,0
0,02-19-2022,4,8,4,0,0
0,02-19-2022,5,10,7,0,0
0,02-20-2022,0,16,8,0,0
0,02-20-2022,1,6,4,0,0
0,02-20-2022,4,8,5,0,0
0,02-20-2022,5,5,3,0,0
0,02-21-2022,0,10,5,0,0
0,02-21-2022,4,10,5,0,0
0,02-22-2022,0,12,6,0,0
0,02-22-2022,1,2,1,0,0
0,02-22-2022,4,4,2,0,0
0,02-22-2022,5,15,9,0,0
0,02-23-2022,0,16,11,0,0
0,02-23-2022,4,12,6,0,0
0,02-23-2022,5,10,5,0,0
0,02-24-2022,0,4,2,0,0
0,02-24-2022,4,4,2,0,0
0,02-25-2022,0,14,7,0,0
0,02-25-2022,4,10,6,0,0
0,02-25-2022,5,10,7,0,0
0,02-26-2022,0,32,22,3,0
0,02-26-2022,1,2,1,0,0
0,02-26-2022,2,2,1,0,0
0,02-26-2022,4,22,15,0,0
0,02-26-2022,5,15,9,0,0
0,02-27-2022,0,10,7,0,0
0,02-27-2022,1,2,1,0,0
0,02-27-2022,4,8,4,0,0
0,02-28-2022,0,4,2,0,0
0,02-28-2022,1,2,1,0,0
0,02-28-2022,4,2,1,0,0
0,02/01/2022,0,20,14,1,0
0,02/01/2022,2,2,1,0,0
0,02/01/2022,4,16,11,0,0
0,02/01/2022,5,5,2,0,0
0,02/02/2022,0,20,14,1,0
0,02/02/2022,1,2,1,0,0
0,02/02/2022,3,8,5,0,0
0,02/02/2022,4,14,7,0,0
0,02/02/2022,5,5,3,0,0
0,02/03/2022,0,6,3,0,0
0,02/03/2022,4,6,4,0,0
0,02/04/2022,0,8,4,0,0
0,02/04/2022,1,4,2,0,0
0,02/04/2022,4,4,2,0,0
0,02/05/2022,0,6,4,0,0
0,02/05/2022,1,2,1,0,0
0,02/05/2022,4,4,2,0,0
0,02/06/2022,0,16,11,0,0
0,02/06/2022,1,6,3,0,0
0,02/06/2022,4,10,7,0,0
0,02/08/2022,0,2,1,0,0
0,02/08/2022,4,2,1,0,0
0,02/09/2022,0,12,7,0,0
0,02/09/2022,1,4,2,0,0
0,02/09/2022,4,8,5,0,0
0,02/10/2022,0,2,1,0,0
0,02/10/2022,4,2,1,0,0
0,02/11/2022,0,20,14,1,0
0,02/11/2022,1,8,4,0,0
0,02/11/2022,4,4,2,0,0
0,02/11/2022,5,20,12,1,0
0,02/12/2022,0,30,18,1,0
0,02/12/2022,1,12,7,0,0
0,02/12/2022,4,12,7,0,0
0,02/12/2022,5,15,10,1,0
0,03-13-2022,0,10,7,0,0
0,03-13-2022,1,4,2,0,0
0,03-13-2022,4,4,2,0,0
0,03-13-2022,5,5,3,0,0
0,03-14-2022,0,2,1,0,0
0,03-14-2022,1,2,1,0,0
0,03-15-2022,0,12,8,0,0
0,03-15-2022,1,2,1,0,0
0,03-15-2022,4,8,4,0,0
0,03-15-2022,5,5,2,0,0
0,03-16-2022,0,6,3,0,0
0,03-16-2022,1,2,1,0,0
0,03-16-2022,4,4,2,0,0
0,03-17-2022,0,16,9,0,0
0,03-17-2022,1,4,2,0,0
0,03-17-2022,4,8,5,0,0
0,03-17-2022,5,10,6,0,0
0,03-18-2022,0,6,4,0,0
0,03-18-2022,1,2,1,0,0
0,03-18-2022,4,4,2,0,0
0,03-19-2022,0,12,7,0,0
0,03-19-2022,1,4,2,0,0
0,03-19-2022,4,4,2,0,0
0,03-19-2022,5,10,7,0,0
0,03-20-2022,0,14,9,1,0
0,03-20-2022,1,4,2,0,0
0,03-20-2022,4,8,4,0,0
0,03-20-2022,5,5,3,0,0
0,03-21-2022,0,10,7,0,0
0,03-21-2022,1,2,1,0,0
0,03-21-2022,4,8,5,0,0
0,03-22-2022,0,22,11,0,0
0,03-22-2022,1,4,2,0,0
0,03-22-2022,4,16,8,0,0
0,03-22-2022,5,5,2,0,0
0,03-23-2022,0,12,8,0,0
0,03-23-2022,1,2,1,0,0
0,03-23-2022,4,8,4,0,0
0,03-23-2022,5,5,2,0,0
0,03-24-2022,0,28,19,2,0
0,03-24-2022,1,4,2,0,0
0,03-24-2022,4,16,11,1,0
0,03-24-2022,5,20,14,0,0
0,03-25-2022,0,32,22,2,0
0,03-25-2022,1,12,6,0,0
0,03-25-2022,4,10,5,0,0
0,03-25-2022,5,25,17,2,0
0,03-26-2022,0,12,8,0,0
0,03-26-2022,1,6,3,0,0
0,03-26-2022,4,4,2,0,0
0,03-26-2022,5,5,3,0,0
0,03-27-2022,0,18,12,1,0
0,03-27-2022,1,4,2,0,0
0,03-27-2022,4,10,6,0,0
0,03-27-2022,5,10,5,0,0
0,03-28-2022,0,16,11,0,0
0,03-28-2022,1,6,4,0,0
0,03-28-2022,4,8,4,0,0
0,03-28-2022,5,5,3,0,0
0,03-29-2022,0,6,4,0,0
0,03-29-2022,1,2,1,0,0
0,03-29-2022,4,4,2,0,0
0,03-30-2022,0,12,6,0,0
0,03-30-2022,1,2,1,0,0
0,03-30-2022,4,4,2,0,0
0,03-30-2022,5,15,10,1,0
0,03-31-2022,0,16,9,0,0
0,03-31-2022,1,4,2,0,0
0,03-31-2022,4,12,6,0,0
0,03/01/2022,0,24,14,0,0
0,03/01/2022,1,18,12,1,0
0,03/01/2022,4,6,3,0,0
0,03/02/2022,0,6,4,0,0
0,03/02/2022,1,2,1,0,0
0,03/02/2022,4,4,2,0,0
0,03/03/2022,0,10,7,0,0
0,03/03/2022,1,4,2,0,0
0,03/03/2022,4,6,4,0,0
0,03/04/2022,0,28,16,1,0
0,03/04/2022,1,6,4,0,0
0,03/04/2022,4,18,12,0,0
0,03/04/2022,5,10,6,0,0
0,03/05/2022,0,6,4,0,0
0,03/05/2022,1,4,2,0,0
0,03/05/2022,4,2,1,0,0
0,03/06/2022,0,8,5,0,0
0,03/06/2022,1,4,2,0,0
0,03/06/2022,4,4,2,0,0
0,03/07/2022,0,12,7,0,0
0,03/07/2022,1,2,1,0,0
0,03/07/2022,4,8,4,0,0
0,03/07/2022,5,5,3,0,0
0,03/08/2022,0,12,7,0,0
0,03/08/2022,1,2,1,0,0
0,03/08/2022,4,8,4,0,0
0,03/08/2022,5,5,3,0,0
0,03/09/2022,0,24,16,1,0
0,03/09/2022,1,2,1,0,0
0,03/09/2022,2,2,1,0,0
0,03/09/2022,4,12,6,0,0
0,03/09/2022,5,20,14,0,0
0,03/10/2022,0,14,9,1,0
0,03/10/2022,1,4,2,0,0
0,03/10/2022,4,10,6,0,0
0,03/11/2022,0,14,7,0,0
0,03/11/2022,1,2,1,0,0
0,03/11/2022,4,12,8,1,0
0,03/12/2022,0,16,9,0,0
0,03/12/2022,1,2,1,0,0
0,03/12/2022,4,8,4,0,0
0,03/12/2022,5,15,10,0,0
0,04-13-2022,0,18,12,1,0
0,04-13-2022,1,4,2,0,0
0,04-13-2022,4,12,8,0,0
0,04-13-2022,5,5,3,0,0
0,04-14-2022,0,12,7,0,0
0,04-14-2022,1,4,2,0,0
0,04-14-2022,4,8,5,0,0
0,04-15-2022,0,32,22,2,0
0,04-15-2022,1,4,2,0,0
0,04-15-2022,4,20,10,1,0
0,04-15-2022,5,20,14,0,0
0,04-16-2022,0,10,6,0,0
0,04-16-2022,4,8,5,0,0
0,04-16-2022,5,5,3,0,0
0,04-17-2022,0,20,10,0,0
0,04-17-2022,4,14,9,0,0
0,04-17-2022,5,15,9,0,0
0,04-18-2022,0,10,7,0,0
0,04-18-2022,2,2,1,0,0
0,04-18-2022,4,8,4,0,0
0,04-19-2022,0,14,9,0,0
0,04-19-2022,4,12,6,0,0
0,04-19-2022,5,5,3,0,0
0,04-20-2022,0,10,5,0,0
0,04-20-2022,1,2,1,0,0
0,04-20-2022,4,4,2,0,0
0,04-20-2022,5,10,5,0,0
0,04-21-2022,0,18,12,1,0
0,04-21-2022,1,2,1,0,0
0,04-21-2022,4,14,7,0,0
0,04-21-2022,5,5,3,0,0
0,04-22-2022,0,22,15,1,0
0,04-22-2022,1,2,1,0,0
0,04-22-2022,2,6,3,0,0
0,04-22-2022,4,8,4,0,0
0,04-22-2022,5,15,7,0,0
0,04-23-2022,0,32,22,1,0
0,04-23-2022,1,6,3,0,0
0,04-23-2022,4,20,14,0,0
0,04-23-2022,5,15,9,0,0
0,04-24-2022,0,8,4,0,0
0,04-24-2022,1,2,1,0,0
0,04-24-2022,4,4,2,0,0
0,04-24-2022,5,5,2,0,0
0,04-25-2022,0,14,7,1,0
0,04-25-2022,1,2,1,0,0
0,04-25-2022,2,4,2,0,0
0,04-25-2022,4,6,4,0,0
0,04-25-2022,5,5,3,0,0
0,04-26-2022,0,20,14,0,0
0,04-26-2022,1,4,2,0,0
0,04-26-2022,3,16,9,0,0
0,04-26-2022,4,12,7,0,0
0,04-27-2022,0,12,7,0,0
0,04-27-2022,1,2,1,0,0
0,04-27-2022,4,10,6,0,0
0,04-28-2022,0,18,12,0,0
0,04-28-2022,1,2,1,0,0
0,04-28-2022,4,12,8,0,0
0,04-28-2022,5,10,5,0,0
0,04-29-2022,0,12,6,0,0
0,04-29-2022,1,2,1,0,0
0,04-29-2022,4,8,5,0,0
0,04-29-2022,5,5,2,0,0
0,04-30-2022,0,6,3,0,0
0,04-30-2022,1,2,1,0,0
0,04-30-2022,4,4,2,0,0
0,04/01/2022,0,10,7,0,0
0,04/01/2022,1,4,2,0,0
0,04/01/2022,4,6,3,0,0
0,04/02/2022,0,8,4,0,0
0,04/02/2022,1,2,1,0,0
0,04/02/2022,4,6,3,0,0
0,04/03/2022,0,18,12,1,0
0,04/03/2022,1,2,1,0,0
0,04/03/2022,4,14,8,0,0
0,04/03/2022,5,5,2,0,0
0,04/04/2022,0,6,4,0,0
0,04/04/2022,1,2,1,0,0
0,04/04/2022,4,2,1,0,0
0,04/04/2022,5,5,3,0,0
0,04/05/2022,0,14,9,0,0
0,04/05/2022,1,4,2,0,0
0,04/05/2022,4,4,2,0,0
0,04/05/2022,5,15,10,0,0
0,04/06/2022,0,18,10,0,0
0,04/06/2022,1,2,1,0,0
0,04/06/2022,4,14,9,0,0
0,04/06/2022,5,5,3,0,0
0,04/07/2022,0,8,4,0,0
0,04/07/2022,1,4,2,0,0
0,04/07/2022,4,4,2,0,0
0,04/08/2022,0,18,12,1,0
0,04/08/2022,1,2,1,0,0
0,04/08/2022,2,2,1,0,0
0,04/08/2022,4,6,3,0,0
0,04/08/2022,5,20,10,0,0
0,04/09/2022,0,16,8,1,0
0,04/09/2022,1,4,2,0,0
0,04/09/2022,4,10,5,0,0
0,04/09/2022,5,5,2,0,0
0,04/10/2022,0,8,5,0,0
0,04/10/2022,4,6,4,0,0
0,04/10/2022,5,5,3,0,0
0,04/11/2022,0,12,8,0,0
0,04/11/2022,4,10,7,0,0
0,04/11/2022,5,5,3,0,0
0,04/12/2022,0,8,5,0,0
0,04/12/2022,1,2,1,0,0
0,04/12/2022,4,4,2,0,0
0,04/12/2022,5,5,2,0,0
0,05-13-2022,0,8,4,0,0
0,05-13-2022,4,8,4,0,0
0,05-14-2022,0,10,5,0,0
0,05-14-2022,4,8,5,0,0
0,05-14-2022,5,5,3,0,0
0,05-15-2022,0,16,8,0,0
0,05-15-2022,1,2,1,0,0
0,05-15-2022,4,4,2,0,0
0,05-15-2022,5,25,17,2,0
0,05-16-2022,0,16,9,0,0
0,05-16-2022,2,2,1,0,0
0,05-16-2022,4,14,9,0,0
0,05-18-2022,0,12,6,0,0
0,05-18-2022,3,8,4,0,0
0,05-18-2022,4,10,6,0,0
0,05-19-2022,0,12,6,0,0
0,05-19-2022,1,4,2,0,0
0,05-19-2022,3,8,4,0,0
0,05-19-2022,4,6,3,0,0
0,05-20-2022,0,6,3,0,0
0,05-20-2022,1,4,2,0,0
0,05-20-2022,4,2,1,0,0
0,05-21-2022,0,16,9,0,0
0,05-21-2022,1,6,3,0,0
0,05-21-2022,4,10,7,0,0
0,05-22-2022,0,14,7,0,0
0,05-22-2022,1,4,2,0,0
0,05-22-2022,4,8,4,0,0
0,05-22-2022,5,5,3,0,0
0,05-23-2022,0,8,4,0,0
0,05-23-2022,3,8,4,0,0
0,05-23-2022,4,6,3,0,0
0,05-24-2022,0,22,15,0,0
0,05-24-2022,1,10,6,0,0
0,05-24-2022,4,10,6,0,0
0,05-24-2022,5,5,3,0,0
0,05-25-2022,0,10,7,0,0
0,05-25-2022,1,2,1,0,0
0,05-25-2022,4,8,4,0,0
0,05-26-2022,0,22,13,1,0
0,05-26-2022,1,2,1,0,0
0,05-26-2022,4,14,9,1,0
0,05-26-2022,5,15,9,0,0
0,05-27-2022,0,26,13,1,0
0,05-27-2022,1,8,4,0,0
0,05-27-2022,4,14,9,0,0
0,05-27-2022,5,10,7,0,0
0,05-28-2022,0,10,5,0,0
0,05-28-2022,1,4,2,0,0
0,05-28-2022,4,6,4,0,0
0,05-29-2022,0,10,5,0,0
0,05-29-2022,4,6,4,0,0
0,05-29-2022,5,10,7,0,0
0,05-30-2022,0,10,6,0,0
0,05-30-2022,4,10,7,0,0
0,05/01/2022,0,8,4,0,0
0,05/01/2022,4,8,4,0,0
0,05/02/2022,0,14,9,0,0
0,05/02/2022,1,4,2,0,0
0,05/02/2022,4,10,5,0,0
0,05/03/2022,0,2,1,0,0
0,05/03/2022,5,5,2,0,0
0,05/04/2022,0,18,9,1,0
0,05/04/2022,1,2,1,0,0
0,05/04/2022,3,8,4,0,0
0,05/04/2022,4,10,7,0,0
0,05/04/2022,5,10,6,0,0
0,05/05/2022,0,26,15,0,0
0,05/05/2022,1,6,4,0,0
0,05/05/2022,2,2,1,0,0
0,05/05/2022,4,16,11,0,0
0,05/05/2022,5,5,3,0,0
0,05/06/2022,0,16,9,1,0
0,05/06/2022,1,2,1,0,0
0,05/06/2022,4,8,4,0,0
0,05/06/2022,5,15,10,0,0
0,05/07/2022,0,6,3,0,0
0,05/07/2022,4,6,3,0,0
0,05/08/2022,0,38,26,1,0
0,05/08/2022,1,2,1,0,0
0,05/08/2022,4,34,20,1,1
0,05/08/2022,5,5,3,0,0
0,05/09/2022,0,12,7,0,0
0,05/09/2022,3,8,4,0,0
0,05/09/2022,4,10,5,0,0
0,05/10/2022,0,10,7,0,0
0,05/10/2022,4,8,4,0,0
0,05/10/2022,5,5,2,0,0
0,05/11/2022,0,6,4,0,0
0,05/11/2022,1,2,1,0,0
0,05/11/2022,4,4,2,0,0
0,05/12/2022,0,6,3,0,0
0,05/12/2022,1,2,1,0,0
0,05/12/2022,4,2,1,0,0
0,05/12/2022,5,5,3,0,0
0,06-13-2022,0,22,15,0,0
0,06-13-2022,4,22,13,1,0
0,06-14-2022,0,8,4,0,0
0,06-14-2022,1,4,2,0,0
0,06-14-2022,4,4,2,0,0
0,06-15-2022,0,12,8,0,0
0,06-15-2022,1,2,1,0,0
0,06-15-2022,4,8,4,0,0
0,06-15-2022,5,5,3,0,0
0,06-16-2022,0,14,9,0,0
0,06-16-2022,1,4,2,0,0
0,06-16-2022,4,6,3,0,0
0,06-16-2022,5,10,6,0,0
0,06-17-2022,0,18,12,0,0
0,06-17-2022,1,4,2,0,0
0,06-17-2022,4,10,5,0,0
0,06-17-2022,5,10,5,0,0
0,06-18-2022,0,22,15,0,0
0,06-18-2022,1,2,1,0,0
0,06-18-2022,4,14,9,0,0
0,06-18-2022,5,15,10,1,0
0,06-19-2022,0,14,7,0,0
0,06-19-2022,1,2,1,0,0
0,06-19-2022,4,10,7,0,0
0,06-19-2022,5,5,3,0,0
0,06-20-2022,0,6,3,0,0
0,06-20-2022,1,2,1,0,0
0,06-20-2022,4,2,1,0,0
0,06-20-2022,5,5,3,0,0
0,06-21-2022,0,4,2,0,0
0,06-21-2022,4,4,2,0,0
0,06-22-2022,0,10,5,0,0
0,06-22-2022,3,8,4,0,0
0,06-22-2022,4,8,5,0,0
0,06-23-2022,0,12,7,0,0
0,06-23-2022,4,6,3,0,0
0,06-23-2022,5,15,7,0,0
0,06-24-2022,0,20,14,0,0
0,06-24-2022,1,6,3,0,0
0,06-24-2022,4,6,4,0,0
0,06-24-2022,5,20,10,0,0
0,06-25-2022,0,36,21,0,0
0,06-25-2022,3,24,14,1,0
0,06-25-2022,4,26,15,1,0
0,06-25-2022,5,10,7,0,0
0,06-26-2022,0,36,25,0,0
0,06-26-2022,1,6,4,0,0
0,06-26-2022,4,22,11,1,0
0,06-26-2022,5,20,10,0,0
0,06-27-2022,0,14,8,0,0
0,06-27-2022,3,16,8,0,0
0,06-27-2022,4,8,5,0,0
0,06-27-2022,5,5,2,0,0
0,06-28-2022,0,56,28,2,0
0,06-28-2022,1,42,21,1,0
0,06-28-2022,2,2,1,0,0
0,06-28-2022,4,10,6,0,0
0,06-28-2022,5,5,3,0,0
0,06-29-2022,0,16,11,1,0
0,06-29-2022,1,4,2,0,0
0,06-29-2022,3,16,11,1,0
0,06-29-2022,4,2,1,0,0
0,06-29-2022,5,15,9,0,0
0,06/01/2022,0,16,11,0,0
0,06/01/2022,1,2,1,0,0
0,06/01/2022,4,8,4,0,0
0,06/01/2022,5,15,10,1,0
0,06/02/2022,0,24,14,0,0
0,06/02/2022,1,6,3,0,0
0,06/02/2022,4,8,5,0,0
0,06/02/2022,5,25,15,1,0
0,06/03/2022,0,24,12,1,0
0,06/03/2022,1,2,1,0,0
0,06/03/2022,4,20,14,0,0
0,06/03/2022,5,5,3,0,0
0,06/04/2022,0,10,7,0,0
0,06/04/2022,1,2,1,0,0
0,06/04/2022,4,8,5,0,0
0,06/05/2022,0,40,20,0,0
0,06/05/2022,4,34,17,0,1
0,06/05/2022,5,15,7,0,0
0,06/06/2022,0,8,4,0,0
0,06/06/2022,1,2,1,0,0
0,06/06/2022,4,2,1,0,0
0,06/06/2022,5,10,7,0,0
0,06/07/2022,0,8,4,0,0
0,06/07/2022,1,2,1,0,0
0,06/07/2022,4,2,1,0,0
0,06/07/2022,5,10,6,0,0
0,06/08/2022,0,28,14,1,0
0,06/08/2022,1,6,4,0,0
0,06/08/2022,4,16,9,0,0
0,06/08/2022,5,15,10,0,0
0,06/09/2022,0,14,9,0,0
0,06/09/2022,1,4,2,0,0
0,06/09/2022,4,6,4,0,0
0,06/09/2022,5,10,5,0,0
0,06/10/2022,0,24,12,1,0
0,06/10/2022,1,4,2,0,0
0,06/10/2022,4,16,11,1,0
0,06/10/2022,5,10,5,0,0
0,06/11/2022,0,12,6,0,0
0,06/11/2022,1,4,2,0,0
0,06/11/2022,4,6,3,0,0
0,06/11/2022,5,5,3,0,0
0,06/12/2022,0,12,7,0,0
0,06/12/2022,1,2,1,0,0
0,06/12/2022,4,6,4,0,0
0,06/12/2022,5,10,5,0,0
0,07-13-2022,0,14,7,0,0
0,07-13-2022,2,2,1,0,0
0,07-13-2022,3,8,4,0,0
0,07-13-2022,4,8,5,0,0
0,07-13-2022,5,5,3,0,0
0,07-14-2022,0,12,8,0,0
0,07-14-2022,1,2,1,0,0
0,07-14-2022,4,8,4,0,0
0,07-14-2022,5,5,3,0,0
0,07-15-2022,0,14,9,0,0
0,07-15-2022,1,2,1,0,0
0,07-15-2022,3,8,5,0,0
0,07-15-2022,4,8,5,0,0
0,07-15-2022,5,5,3,0,0
0,07-16-2022,0,14,9,0,0
0,07-16-2022,1,6,3,0,0
0,07-16-2022,4,8,5,0,0
0,07-17-2022,0,12,6,0,0
0,07-17-2022,1,2,1,0,0
0,07-17-2022,4,10,7,0,0
0,07-18-2022,0,20,14,0,0
0,07-18-2022,4,20,14,1,0
0,07-19-2022,0,8,5,0,0
0,07-19-2022,4,8,5,0,0
0,07-20-2022,0,8,4,0,0
0,07-20-2022,2,2,1,0,0
0,07-20-2022,4,6,4,0,0
0,07-21-2022,0,24,13,1,0
0,07-21-2022,2,1,0,0,0
0,07-21-2022,3,18,9,1,0
0,07-21-2022,4,3,2,0,0
0,07-22-2022,0,19,11,1,0
0,07-22-2022,2,3,1,0,0
