Hour,date,Topic,tweets,Male,MaleHate,FemaleHate
0,01-01-2022,0,10,5,0,0
0,01-01-2022,1,2,2,0,0
0,01-01-2022,4,6,3,1,0
0,01-01-2022,5,3,2,0,0
0,01-02-2022,0,8,4,1,0
0,01-02-2022,1,2,2,1,0
0,01-02-2022,4,5,2,0,0
0,01-02-2022,5,2,2,1,0
0,01-02-2023,0,2,1,0,0
0,01-02-2023,4,1,0,0,0
0,01-02-2023,5,1,1,0,0
0,01-03-2022,0,14,8,2,1
0,01-03-2022,1,5,2,0,0
0,01-03-2022,4,6,4,0,0
0,01-03-2022,5,7,4,0,0
0,01-03-2023,0,3,0,0,0
0,01-03-2023,1,3,0,0,0
0,01-04-2022,0,10,6,0,0
0,01-04-2022,1,4,2,1,0
0,01-04-2022,4,6,4,1,0
0,01-04-2022,5,3,2,1,0
0,01-04-2023,0,3,3,0,0
0,01-04-2023,4,3,3,0,0
0,01-05-2022,0,18,10,1,1
0,01-05-2022,1,4,2,1,0
0,01-05-2022,4,12,6,0,0
0,01-05-2022,5,5,2,0,0
0,01-05-2023,0,6,3,0,0
0,01-05-2023,1,3,0,0,0
0,01-05-2023,4,3,3,0,0
0,01-06-2022,0,11,7,2,1
0,01-06-2022,1,3,1,1,0
0,01-06-2022,2,5,3,1,0
0,01-06-2022,3,5,2,0,0
0,01-06-2022,4,8,5,1,0
0,01-06-2022,5,2,2,1,0
0,01-06-2023,0,9,6,3,0
0,01-06-2023,2,6,6,3,0
0,01-06-2023,4,3,0,0,0
0,01-07-2022,0,12,7,1,1
0,01-07-2022,1,6,3,0,0
0,01-07-2022,4,10,6,0,0
0,01-07-2022,5,1,0,0,0
0,01-07-2023,0,6,3,0,3
0,01-07-2023,4,6,3,0,3
0,01-08-2022,0,14,8,2,1
0,01-08-2022,1,19,11,1,1
0,01-08-2022,4,8,5,0,0
0,01-08-2022,5,2,1,0,0
0,01-08-2023,0,3,3,0,0
0,01-08-2023,5,3,3,0,0
0,01-09-2022,0,9,4,0,0
0,01-09-2022,1,4,3,0,0
0,01-09-2022,4,6,4,0,0
0,01-09-2022,5,2,2,1,0
0,01-09-2023,0,4,0,0,2
0,01-09-2023,2,4,0,0,2
0,01-10-2022,0,13,7,1,1
0,01-10-2022,1,7,4,0,0
0,01-10-2022,4,9,5,1,0
0,01-10-2022,5,3,1,0,0
0,01-10-2023,0,3,1,0,0
0,01-10-2023,4,2,0,0,0
0,01-10-2023,5,1,1,0,0
0,01-11-2022,0,17,9,2,1
0,01-11-2022,1,3,1,0,0
0,01-11-2022,4,13,7,2,1
0,01-11-2022,5,4,3,0,0
0,01-12-2022,0,11,7,1,1
0,01-12-2022,1,3,1,1,0
